brand,dealer_name,district,email_id,full_address,manufacturer_unique_id,phone_number,pincode,state,store_name
MAXXIS, Rohit Gupta,Jammu,," Near PNB Bank  National Highway , Vijaypur",5107, 9797352000, 184120, and Kashmir,ARSS JANDYAL TYRE SHOPEE
MAXXIS, Rajat Bawa,Jammu,, 01 Main Chowk Patoli Mangotrian ,5103, 9796689761, 180013, and Kashmir,Bawa Traders
MAXXIS, Aashim Gupta,Jammu,," Lane No 5, Main Road , Greater Kailash , check",2314, 8715000006, 180011, and Kashmir,J.S Wheels
MAXXIS, Sarbjot Singh Dua,Jammu,," Yard 7 Shop No. 41 , Narwal",5102, 9419111001, 180013, and Kashmir,Jot Tyres
MAXXIS, Tarun,Jammu,," Shanti complex , Ground Floor Akhnoor",5105, 9622004787, 180001, and Kashmir,Pit Spot 87
MAXXIS, Nishu Sharma,Jammu,," Opp. Raddisson Blu , Narwal",5104, 9107770004, 180013, and Kashmir,Sai Enterprises
MAXXIS, Manu Mayank,Jammu,," AM Tower Near Jai Hind Bakery , Channi Himmat",5106, 9622000505, 180001, and Kashmir,Universal Wheels
MAXXIS, Vikram Chowdhary,R.S Pura,," Main Bus stand , R S Pura",5101, 9419114962, 181102,Jammu and Kashmir,V.K. Tyre Plaza
MAXXIS, Mohit Wadhva, Lucknow,," Shop No, 1, Shivaji Marg, Haibat Raod Chiraha, Hamidabad Lucknow, Uttar Pradesh , Shop No, 1, Shivaji Marg, Haibat Raod Chiraha, Hamidabad Lucknow, Uttar Pradesh",3864, 9889017700, 226003,Uttar Pradesh,Wadhwa & Sons
MAXXIS, Deepak Kumar,Agra,," Agra Road, Shamsabad ",3418, 9548869313, 283125,Uttar Pradesh,Amardeep Tyres
MAXXIS, Sachin Malhotra,Agra,," Shop No. 2, Bypass Road, Khandari Bye Pass, Dev Nagar, Khandar ",3372, 9897147067, 282005,Uttar Pradesh,City Wheels
MAXXIS, Mr Jain,Agra,," Mahatma Gandhi Rd, Pratap Pura, Rakabganj ",2803, 8630945242, 282001,Uttar Pradesh,Jainson Agencies
MAXXIS, Ashok Kumar,Agra,," M.g. Road 2, Aparna Market, Parshuram Nagar, Pandav Nagar, Shahganj ",3127, 8755621010, 282010,Uttar Pradesh,Kamla Auto Spares
MAXXIS, Mr.Amit Pal Singh,Agra,," 4/43 Baluganj Gwalior Road,Agra ",4544, 8171456947, 282001,Uttar Pradesh,Narendra Tyre House
MAXXIS, C.J.Thapar,Agra,," 14-15 New Sitaram Market, Belanganj , Agra, Uttar Pradesh",4376, 9837031053, 282004,Uttar Pradesh,Perfect Sales
MAXXIS, Modh  Shahid,Agra,," Shop Number-4/236, Ajmeri Rd, Gwalior Road, Near Petrol Pump, Baluganj, Rakabganj ",2754, 9758628916, 282001,Uttar Pradesh,Shah Automobile
MAXXIS, SACHIN JAIN,Agra,," 30/42 , chippitola agra",3641, 8077141194, 282001,Uttar Pradesh,SHREE JEE TYRE HOUSE
MAXXIS, L K  Sharma,Agra,, 38A/461 Sewa Jatt Gwalior Road  ,2838, 9458503020, 282001,Uttar Pradesh,Tyre Point
MAXXIS, Vishal Sharma,Agra,," 38A/461 Gwaliar Road, Sewla Jatt,  Agra, Uttar Pradesh  , 38A/461 Gwaliar Road, Sewla Jatt,  Agra, Uttar Pradesh ",3700, 6396463038, 282001,Uttar Pradesh,Tyre Point
MAXXIS, Nitin Yadav,Agra,," Rambagh Crosing , Agra Uttar Pradesh",4344, 9359803421, 282006,Uttar Pradesh,Yadav Auto Mobiles
MAXXIS, Bishnu Nishad,Alaipur,," J. 25/59 E-5, Usmanpura,Alaipur, Varanasi, Uttar Pradesh , J. 25/59 E-5, Usmanpura,Alaipur, Varanasi, Uttar Pradesh",3758, 8787087138, 221001,Uttar Pradesh,Deepak Tyre House
MAXXIS, Rakesh  Bansal,Aligarh,," Bus Stand, Opp. Sbi Bank, Khair ",2774, 9412641469, 202138,Uttar Pradesh,Bansal Tyres 
MAXXIS, S K  Bhargava,Aligarh,," Sarai Rehman, G T Road ",2776, 8267975059, 202001,Uttar Pradesh,Bhargava Tyre 
MAXXIS, Mohit  Agrawal,ALIGARH,," ATROULI ROAD,CHHARRA ",4527, 8630047592, 202130,Uttar Pradesh,Singhal Tyre House
MAXXIS, Varun Bagga,Allahabad,," 326-B Bai Ka Bagh  Allahabad Uttar Pradesh , 326-B Bai Ka Bagh  Allahabad Uttar Pradesh",3719, 9335154737, 211003,Uttar Pradesh,Bagga Tyres
MAXXIS, Nikhil Chawla,Allahabad,," Shop No. 26/28, Navab Yusuf Road, Civil Lines, Near Drm Office ",3392, 7084119276, 211001,Uttar Pradesh,Nikhil Enterprises
MAXXIS, Kailash Nath Verma,Amauli,," Juniah Road, Amauli ,Fatehpur ",5058, 9839759616, 212631,Uttar Pradesh,Maa Gayatri Auto Parts
MAXXIS, Raj lalan,Amethi,," Inhuana Chowk,Inhauna,Amethi ",4269, 9198810281, 220801,Uttar Pradesh,Baba cycle store
MAXXIS, Avinash Goel,Amroha,," Bazar Lakra, Bijnor Road ",2866, 9759059597, 244221,Uttar Pradesh,Durga Tyres Company
MAXXIS, SHEORAJ SINGH,AMROHA,," NEAR RAMLILA GATE , DHANAURA MANDI DISTT. AMROHA",4645, 9837269407, 244231,Uttar Pradesh,M/S SAINIK TYRE & AGRICULTURE
MAXXIS, Akeel Akhtar,Anpara,," Auri more, Anpara, Sonbhadra ,Uttar Pradesh ",3922, 9415676625, 231225,Uttar Pradesh,S.K. Enterprises
MAXXIS, Vishal Kumar Chaddha,Auraiya,," Near Govt Hospital,Satteshwar (East), Tilak Nagar, Auraiya Uttar Pradesh ",4708, 9411432540, 206122,Uttar Pradesh,Chaddha Tyre House
MAXXIS, Bharat Singh Pal Dhangar,Aurangabad,," Siyana Road Aurangabad , District Bulandshahr",3769, 9927541986, 203401,Uttar Pradesh,Gaurav Tyre Agency
MAXXIS, Vinod  Aggrawal,Azamgarh,, Civil Lines ,3466, 9415271849, 276001,Uttar Pradesh,Bharat Tyre House
MAXXIS, Vinod Kumar Agrawal,Azamgarh,," 208 Civil Lines, Azamgarh, Uttar Pradesh ",3921, 9838071849, 276001,Uttar Pradesh,Bharat Tyre House
MAXXIS, Shewtabh Agrawal,Azamgarh,," House No. 20 , Belaisa , Azamgarh ,Uttar Pradesh",4329, 9696545416, 270601,Uttar Pradesh,Shyam Tyres and Lubricants
MAXXIS, Hari Shankar Shukla,Babhnan,," Ward No. 7, Shubash Nagar, Basti ",5073, 9670695100, 272161,Uttar Pradesh,Ambey Shukla Motor and Tyre House
MAXXIS, Manish kumar,Badaun,, Babu Ram Market Badaun ,4478, 9837108803, 243601,Uttar Pradesh,Adarsh sales corporation
MAXXIS, Nakul Singh,Bah,," Village Dhobai, , Near maruti suzuki agency",5388, 7897702342, 283104,Uttar Pradesh,Bhadouria Tyre Shoppe
MAXXIS, AASHU,BAHJOI,, BAHJOI ,5182, 9368608382, 244410,Uttar Pradesh,BHARAT TYRE
MAXXIS, Ramdular,Ballia,," Lucknow Road, Jalalpur, Ballia, Uttar Pradesh ",3944, 9453050235, 277001,Uttar Pradesh,Ballia Tyre House
MAXXIS, Brajesh Kumar Gupta,Banda,," Pilli Kothi ,Station Road Banda Near Comfort Hotel ",4640, 8004251926, 210001,Uttar Pradesh,New R.K Traders
MAXXIS, Ratiram,Bangarmau,, Hardoi Road Old water tank Bangarmau unnao ,4636, 9721505590, 209868,Uttar Pradesh,Sagar machinery store
MAXXIS, WASIM,BARABANKI,," FATEHPUR ROAD , DEWA SHARIF",3941, 9838723901, 225301,Uttar Pradesh,NEW WARSI MOTORCYCLE PARTS AND WORKS
MAXXIS, MANOJ SHARMA,BARAUT,, BIJROLL ROAD ,4907, 9927730221, 250611,Uttar Pradesh,J.P TYRE AGENCY
MAXXIS, VIKRANT CHAUDHARY,BARAUT,," DELHI SAHARANPUR ROAD , NEAR CHHAPRAULI CHUNGI",4590, 8433051517, 250611,Uttar Pradesh,VIKRANT TYRE HOUSE
MAXXIS, Kripal Singh,Bareilly,," Budaun Road, Opposite Union Bank, Subash Nagar, Bareilly, Uttar Pradesh ",4201, 7300820886, 243001,Uttar Pradesh,Dashmesh Auto Parts Service Center
MAXXIS, NISHCHAY VERMA,BAREILLY,, NAINITAL ROAD KOHARAPEER BAREILLY ,5337, 7906636357, 243003,Uttar Pradesh,MANN TRADING CO.
MAXXIS, Brij Pal,Bareilly,,"  Bisalpur Rd, Umedpur Bhuta ",4605, 9759697248, 243126,Uttar Pradesh,Manoj Tyres Service Centre
MAXXIS, Shawaz Malik,Bareilly,," Village-Richola, Front of AxisBank  Kifaytulla Nawabganj Bareilly,Uttar Pradesh ",3976, 9675889786, 262406,Uttar Pradesh,Raza Bairing Service
MAXXIS, nitin,BAREILLY,, SHEESHGARH ,5181, 8477065171, 243505,Uttar Pradesh,sheeshgarh
MAXXIS, Shubham Tandon,Bareilly ,," Koharapeer,Near Unik Bazar Bareilly,Uttar Pradesh , Koharapeer,Near Unik Bazar Bareilly,Uttar Pradesh",3848, 8909584242, 243001,Uttar Pradesh,Tandon Traders
MAXXIS, Neeraj Sharma,Bareilly,, Kohara peer bareilly ,4937, 7535938196, 243003,Uttar Pradesh,United tyre
MAXXIS, Anant Bir Singh,Bareilly,," 63, Civil Lines, Choupla Road ",2833, 9412119211, 243003,Uttar Pradesh,United Tyre Associates
MAXXIS, Amrit sethi,Bareilly,," Bisalpur chauraha , Pilibhit bypass",4989, 9837232635, 243001,Uttar Pradesh,United tyre group
MAXXIS, GURDEEP SETHI,BAREILLY,, BISALPUR CHAURAHA HARAUNAGLA BAREILLY ,5183, 9917220632, 243001,Uttar Pradesh,UNITED TYRE GROUP
MAXXIS, Rana Singh,Basti,," Malviya Road, Pach Pedia ",3462, 8299670385, 272001,Uttar Pradesh,Basti Tyre House
MAXXIS, Piyush Kumar Verma,Basti,," Near Ekta Marriage Hall, Gyaghat ",5099, 9919059554, 272301,Uttar Pradesh,Piyush Auto Parts
MAXXIS, Ram Kripal,Basti,," Near Durga Mandir, Nagar Bazar ",5116, 9919250361, 272302,Uttar Pradesh,Ram Kripal Tyre
MAXXIS, Devendra Mishra,Basti,," Sunil Motors Godown, Swaraj tractor service centre , Gadhakhor, Pachpediya, Near Roadways, Basti - 272001",4346, 8105777739, 272001,Uttar Pradesh,Sunil Motors
MAXXIS, Abdul Rahman,Basti,," Gaur Bazar Basti,Basti,Uttar Pradesh ",4291, 9792600028, 272163,Uttar Pradesh,Umar  Auto Parts
MAXXIS, Bhupendra Pathak,Bhadohi,," Main Road,Pathak Building , Gyanpur,Bhadohi",3913, 9452864836, 221304,Uttar Pradesh,R.P.M.Tyres
MAXXIS, Anand Singh,Bhagphat,," Meerut Road Bhagphat, Uttar Pradesh ",3974, 9412834990, 250609,Uttar Pradesh,Shivam Tyre House
MAXXIS, Sanjeev Khurana,Bijnor,, Civil Lines ,2831, 9412608905, 246701,Uttar Pradesh,Sanjeev Enterprises 
MAXXIS, Shubham,Bisauli,," Near- Deepak Talkies  Badaun Rd Bisauli ,Uttar Pradesh ",4264, 9319671500, 243720,Uttar Pradesh,Agarwal Tyre House
MAXXIS, Kuldeep Tyagi,Budhana,, Kandhala road near nagar panchayat budhana ,4824, 6395887362, 251309,Uttar Pradesh,Ashoka Tyre
MAXXIS, A S Mittal,Bulandshahr,," Bulandshahr-Kali Nadi Road, Kali Nadi ",2985, 9410434694, 203001,Uttar Pradesh,Mittal Tyre House
MAXXIS, Yudhisthar Dhangar,Bulandshahr,," Siyana Road , Aurangabad Bulandshahr",4505, 9045924486, 203001,Uttar Pradesh,Pal Tyres
MAXXIS, Lalit Kumar Agarwal,Bulandshahr,," Near Jalan Petrol Pump , EXHIBITION ROAD, KALA AAM",5293, 9837824555, 203001,Uttar Pradesh,Parsi Tyre Plaza
MAXXIS, Matiulla Ansari,Chandauli,," Baburi Bus Stand,Chandauli,Uttar Pradesh ",3936, 7355232723, 232102,Uttar Pradesh,Aman Tyre
MAXXIS, Arun Agarwal,Chandausi,," Daya Krishna Plaza, Azad Road,Chandausi Uttar Pradesh ",4191, 7417772339, 244412,Uttar Pradesh,Neha Motors
MAXXIS, Prateek Agarwal,Chandpur,," Bijnor Bypass Road,  Near Indane Gas Agency  Chandpur, Bijnor Uttar Pradesh ",4227, 9412536725, 246725,Uttar Pradesh,Rachna Tyres
MAXXIS, Sachin Goyal,Dadri,," Near Indian Oil Petrol Pump,Railway Road, Pink City Colony, Gautam Budh Nagar ",2984, 9891667191, 203207,Uttar Pradesh,Shubh Tyres
MAXXIS, parmod sighal,dankuar,, mohalla prem puri ,4447, 9760179588, 203201,Uttar Pradesh,parmod Kumar singhal
MAXXIS, J P Jaiswal,Deoria,," D-7, Government Industrial Estate ",2975, 7408802343, 274001,Uttar Pradesh,J. P. Tyre Retreading Company
MAXXIS, Kailash Kanodia,Deoria,, Thatheri Gali ,2848, 9169959259, 274001,Uttar Pradesh,New Tyre House
MAXXIS, Kanti Rao,Deoria,," Bhatwaliya Chauraha, Near J.k. Mittal School, Barhaj Road, Bhatwaliya ",2842, 9453738451, 274001,Uttar Pradesh,Rajpoot Tyres
MAXXIS, Manoj Kumar Byhut,Deoria,," Near Axis Bank, Barhaj Road, Deoria, Uttar Pradesh ",4290, 9889426747, 274001,Uttar Pradesh,Shubham Auto Spare
MAXXIS, Dharmendra Singh,Dhampur,," Sugar Mill chauraha, jaitra dhampur ",4821, 9412411096, 246761,Uttar Pradesh,DEV TRADER
MAXXIS, Shiv Raj Singh,Dhanaura,," By Pass Rd, Near RamLila Maidan Mandi Dhanaura, Dist.Amroha ",4811, 9205109149, 244231,Uttar Pradesh,Sainik Tyre & Agriculture
MAXXIS, Mr Gupta,Etah,, Railway Road ,2873, 9412570259, 207001,Uttar Pradesh,Gupta Ji Tyres
MAXXIS, shriyansh jain,ETAWAH,," RAM GANJ ROAD , KOHINOOR MARKET",4059, 7017765200, 206001,Uttar Pradesh,shrikant traders
MAXXIS, Gurubux Singh,Faizabad,," Civil Line, Lal Nalkoop Colony ",3149, 9415917862, 224001,Uttar Pradesh,Dashmesh Motors & Tyres
MAXXIS, SATISH PANDEY,FAREEDPUR,, FAREEDPUR ,5171, 8077561582, 243503,Uttar Pradesh,BAJRANG AGENCIES
MAXXIS, Gagan Kumar Katiyar,Farrukhabad,," Shop No.10, Ramleela Ground,Farrukhabad, Uttar Pradesh ",4711, 9839134348, 209625,Uttar Pradesh,Gagan AutoMobiles
MAXXIS, Ajay Kumar Kudesia,Fatehganj West,," Lodhi Nagar, Fatehganj West, Bareilly ",5339, 7017126182, 243501,Uttar Pradesh,Kudesia Cycle Store
MAXXIS, PRAVEEN DIXIT,FATHEPUR,," HOSPITAL ROAD,BINDKI , HOSPITAL ROAD,BINDKI",4658, 9307756256, 202135,Uttar Pradesh,TRIVENI TYRES
MAXXIS, Pradeep Kumar,Firozabad,," Tundla  Chouraha, Sh-31, Tundla Etah Road, Tundla ",3415, 9759725966, 283204,Uttar Pradesh,Chotu Tyre Agency
MAXXIS, Deepak Gupta,Firozabad,," Agra Road, Near Amar Paints, Shikohabad Market, Mainpuri Chourah, Shikohabad ",3417, 9258050330, 205135,Uttar Pradesh,Jyoti Tyre Company
MAXXIS, Amar Nath Sharma,Firozabad,," Bypass Road, Near Jindal Automotive Private Limited, Kotla Chungi ",3382, 9412426084, 283203,Uttar Pradesh,M/S. Girraj Automobiles
MAXXIS, Vichitra Bhati,GAJRAULA,," Opp. Teva factory, shiv nagar, Dhanaura Road Gajraula (AMROHA) ",4916, 8171939069, 244235,Uttar Pradesh,C.P.Auto Care
MAXXIS, Ashish Kumar,Garh Mukteshwar,," Mohalla Bijli Ghar,Near Siyana Bus Stand, Dist.Hapur , Garh Mukteshwar, Uttar Pradesh",4709, 7455929228, 245205,Uttar Pradesh,Maa Gayatri Tyres
MAXXIS, Lucky Khili,Gautam Budh Nagar,," Killi Nagar, Kasna Road, Near Balaji Agency, Noida ",3366, 8923643671, 201310,Uttar Pradesh,He Lucky Tyre House
MAXXIS, Kailash K,Gautam Budh Nagar,," Tappal Road, Jewar, Greater Noida ",3369, 8077905890, 201301,Uttar Pradesh,Kailash Machinery Store
MAXXIS, Mohd. Farooq,Gautam Budh Nagar,," Main Ghari Road, Car Market, Sector 64, Block M, Mamura, Noida ",3370, 9818406904, 201 303,Uttar Pradesh,Mh Tyre House
MAXXIS, Rajveer Chand,Gautam Budh Nagar,," Main Road Kasna, Near Kotwali Kasna, Near River Pool, Kasna, Greater Noida ",3365, 9971131850, 201310,Uttar Pradesh,Rajveer Tyre House
MAXXIS, Shiv K,Gautam Budh Nagar,," Shop No. 1, Jila Panchayat Market, Near Thana Kasna, Main Road Kasna, Opp. Corporation Bank, Greater Noida ",3368, 9310105119, 201301,Uttar Pradesh,Shiv Tyre House
MAXXIS, Tony Gujjar,Gautam Budh Nagar,," Shop No. 4, Shri Laxmi Complex, Near Ansal Plaza, Pari Chowk, Tugalpur, Greater Noida ",3367, 7011621471, 201308,Uttar Pradesh,Tony Automobile
MAXXIS, Pradeep Chauhan,Ghaziabad,," Shop No-A1, Express Market, Ambedkar Road, Kallupura, Naya Ganj ",3140, 9312705331, 201001,Uttar Pradesh,Ambika Wheel Care
MAXXIS, Mr.Narendra Kumar,Ghaziabad,," Shop No.1 D14 Parivar Apartment,Govind Vihar Sadarpur,Opp.NDRF Camp,Govindpuram,Ghaziabad ",5511, 7827252437, 201013,Uttar Pradesh,Bala Ji Auto Spare Parts
MAXXIS, Vansh Chaudhry,Ghaziabad,," A-1,Super Market,Aanj Mandi,Govindpuram ",5334, 8802286387, 201001,Uttar Pradesh,Chaudhry Enterprises
MAXXIS, AMARPAL CHHABRA,Ghaziabad,," 37, Om Nagar, , Shahibabad",4684, 9311111313, 201001,Uttar Pradesh,CHHABRA TYRES
MAXXIS, Ajay Kumar,Ghaziabad,," New Balram Nagar, Delhi Saharanpur Road  Near Freedom Gas Agency , Loni, Ghaziabad",4488, 9999318306, 201102,Uttar Pradesh,Harsh Tyre
MAXXIS, Asif Alvi,Ghaziabad,," khasra No.-1304,Neelmani Colony, Arthala ",5074, 9911868116, 201001,Uttar Pradesh,Jameel Tyre House
MAXXIS, Virendra Singh,Ghaziabad,," Shop No.3,Kh No.353, A-9, Loni Rd,Radhey Shyam Park,Loni, Ghaziabad, Uttar Pradesh ",4710, 8744054450, 201102,Uttar Pradesh,Mata Bhagwati Enterprises
MAXXIS, MOHD RIZWAN,Ghaziabad,," Shop No. 4 , Dasna",4694, 7011602050, 201001,Uttar Pradesh,NSI.Com
MAXXIS, Mr. Balvinder Singh,Ghaziabad,," E - 14, Sector - 23, , Sanjay Nagar,",4506, 9810381802, 201003,Uttar Pradesh,Pal Cycle Works
MAXXIS, Satnam Singh,Ghaziabad,," Plot No. 37, J Block, Near Bata Showroom, G. T. Road, Nehru Nagar Iii ",2983, 9212305336, 201001,Uttar Pradesh,Satnam Tyre House
MAXXIS, Jatin Arora,Ghaziabad,," SD College , G.T. Road",5211, 9250206621, 201001,Uttar Pradesh,Supreme Tyre World
MAXXIS, Sikander Siddiqi,Ghazipur,," Rooi Mandi, Markeenganj Ghazipur ",4587, 8948627946, 233001,Uttar Pradesh,Blumaq Auto Parts
MAXXIS, Subhash Singh,Ghazipur,," Malgodam Road, Ghazipur, Uttar Pradesh ",3935, 9415889584, 233001,Uttar Pradesh,Shivalik Auto Mobiles
MAXXIS, Arif Khan,Ghazipur,,"  Visheswarganj, Near PNB Bank,Ghazipur, Uttar Pradesh  ",4206, 8299216007, 233001,Uttar Pradesh,Taj Lube Center
MAXXIS, Dileep Agarwal,Ghazipur,," Mau Rd,Rauza, Ghazipur, Uttar Pradesh , Ghazipur, Uttar Pradesh",3919, 9415280867, 233001,Uttar Pradesh,Tyre House
MAXXIS, Vivek Agarwal,Gonda,," Rani Bazar,Gonda ",3990, 9415054764, 271001,Uttar Pradesh,National Tyres
MAXXIS, GAURAV KUMAR,GONDA,," OPP SBI CIVIL LINE BRANCH, NEAR AMBEDKAR CHORAHA , GONDA U.P. 271001",3788, 9415327837, 271001,Uttar Pradesh,SHREE SHYAM TYRES & BATTERIES
MAXXIS, GAURAV KUMAR,GONDA,," OPP SBI CIVIL LINE BRANCH , NEAR AMBEDKAR CHORAHA, GONDA",3699, 9415327837, 271001,Uttar Pradesh,SHREE SHYAM TYRES AND BATTERIES
MAXXIS, Ram Singh,Gonda,," Shop No. 54049,Badnam Road, Bhawajitpur , Maskanwa Bazar.Near Railway  Station ",5025, 9838753950, 271305,Uttar Pradesh,Sri Ram Motors
MAXXIS, Mayank Singh,Gorakhpur,, Transport Nagar ,2337, 9415244935, 273001,Uttar Pradesh,Abhay Tyres
MAXXIS,  ,Gorakhpur,," Purdilpur, Kali Mandir Road, Bank Road, Near Kama Hotel ",3469, 9616764863, 273001,Uttar Pradesh,Akash Auto
MAXXIS, Harikesh Shahi,Gorakhpur,," Hanuman Mandir Gate, Mau - Gorakhpur Bypass Road, Near Hanuman Mandir, Barhalganj ",3461, 9415244281, 273402,Uttar Pradesh,Ambey Tyre Ghar
MAXXIS, Anil Kumar,Gorakhpur,," A48, Transport Nagar, Gorakhpur Sadar ",4282, 9936727060, 273001,Uttar Pradesh,Anil Tyre & Repainring  Center
MAXXIS, Pankaj  Shukla,Gorakhpur,, Sahjanwa ,2912, 8353922222, 273001,Uttar Pradesh,Annpurna Automobiles
MAXXIS, Mukesh Kumar Pnadey,Gorakhpur,," Nehar road, Azad Nagar, Dist-Gorakhpur, Rustampur Near Jagdish Hospital Uttar Pradesh , Nehar road, Azad Nagar, Dist-Gorakhpur, Rustampur Near Jagdish Hospital Uttar Pradesh",3855, 9936201128, 273016,Uttar Pradesh,Anshu Auto Parts
MAXXIS, Satyendra Singh,Gorakhpur,," Sonbarsa Sardar Gorakhpur,Uttar Pradesh ",4296, 9838731527, 273002,Uttar Pradesh,Bela Auto Spair
MAXXIS, Rajeev Agrawal,Gorakhpur,," kirori Mal Ka Hata Sumer Sagar Road ,Ground Floor ,Briddhi Tower Sector 2 DC, Uttar Pradesh Gorakhpur ",4294, 7052512345, 273001,Uttar Pradesh,Eastern Auto Spares
MAXXIS, Gorakh Kumar Vishwakarma,Gorakhpur,," Chargawan Medical College Rd ,Opp.Sethi Flour Mill , Gorakhpur Uttar Pradesh",4330, 9389532470, 273014,Uttar Pradesh,M/S Ambey Hawa Ghar & Cycle Stores
MAXXIS, Rajnish Kumar Pandey,Gorakhpur,, Nausad ,3147, 7523010576, 273016,Uttar Pradesh,Maa Maihar Tyre House
MAXXIS, Sanjay Kumar,Gorakhpur,," Nahar Road Dawa, Near Hanuman Mandir, National Highway Road-28, Rustampur, Mahuesugharpur, Daudpur ",2904, 9838735421, 273001,Uttar Pradesh,Muskan Cycle
MAXXIS, Akhtar Alam,Gorakhpur,, Reti ,2908, 9415693101, 273001,Uttar Pradesh,New Bharat Cycle Co
MAXXIS, Pawan  Pandey,Gorakhpur,," D-3, Church Compound, Shastri Chowk, Bilandpur ",2342, 9451546873, 273001,Uttar Pradesh,Pandey Tyres
MAXXIS, Rakesh Jaiswal,Gorakhpur,," Shop No.6, Church Compound, Infront Of St. Andrews Inter College, Bilandpur ",2343, 9935686831, 273001,Uttar Pradesh,R.k Distributor 
MAXXIS, Mahendra Singh,Gorakhpur,," C/102/474, Opp. Kalandi Motors, Khuda Ghat Road, Mohaddipur ",3433, 9616851111, 273008,Uttar Pradesh,Ram Nakshatra Singh Traders
MAXXIS, Ashutosh Sarawagi,Gorakhpur,," Near  Petrol Pump, Chauri Chaura, ",5148, 9580341418, 273001,Uttar Pradesh,Sarawagi Tyre House
MAXXIS, Roshan Mishra,Gorakhpur,," Belghat, Khajni ",3391, 7607348304, 273016,Uttar Pradesh,Shivam Tyres
MAXXIS, Girish Kumar Kohli,Gorakhpur,," 46-C/10,Paddleyganj Chauraha,Gorakhpur Uttar Pradesh ",4255, 9838362671, 273009,Uttar Pradesh,Shree Brij Traders
MAXXIS, Satyapal Singh,Gorakhpur,, Khajanchi Chowk ,2844, 7905135609, 273001,Uttar Pradesh,Shyam Tyre
MAXXIS, Subash Chandra  Sethi,Gorakhpur,, Padleganj ,2850, 9026677885, 273001,Uttar Pradesh,Sri Sai Distributor
MAXXIS, Sandeep Upadhyay,Gorakhpur,," Ashok Nagar, Machhali Shahar, Jaunpur Zone-5 ",3467, 9208347825, 222143,Uttar Pradesh,Upadhyay Tyre House
MAXXIS, Mukesh Kumar,Gorakhpur,," Khutbhar,Khajani, Uttar Pradesh ",4563, 9451121256, 273212,Uttar Pradesh,Verma Automobiles
MAXXIS, Mr Anil Kakka,Greater Noida,," Polt No. 001, Near O B C Bank, ",4540, 9873939993, 201310,Uttar Pradesh,Kakka Tyre Shop
MAXXIS, Beenu kumar Marwari,Haldaur,, Tat Mohra bazar Near Hero Moto Corp ,5097, 9412855840, 246726,Uttar Pradesh,Shree Ganpati Enterprises
MAXXIS, Saurabh,Hamirpur,," Nh 86, Laxmibai Park, Beside Petrol Pump , Hamirpur, Uttar Pradesh",4620, 8543050500, 210301,Uttar Pradesh,Bala Ji Tyres
MAXXIS, Dharmendra Gupta,Hamirpur,, Rath Orai Road Bhdhauliyana ,4905, 7007212365, 000000,Uttar Pradesh,MINTU  TYRES
MAXXIS, ANKIT SHIVHARE,HAMIRPUR,," NEAR BADA CHAURAHA MAHOBA ROAD , NEAR BADA CHAURAHA MAHOBA ROAD",4750, 9839971818, 210507,Uttar Pradesh,TRIMURTI TYRES
MAXXIS, Mr Parvej Chaudhary,HAPUR,," Gulaothi Road, , Shaikhupur Khichra",4541, 9311564994, 245304,Uttar Pradesh,Chaudhary Tyre House
MAXXIS, Shahzeb Khan,Hapur,," Hasnpur Road, Gazroula , Hapur",4549, 9756349676, 244235,Uttar Pradesh,Khan Tyre Works
MAXXIS, Mr. Akil,Hapur,," Main NH 9, , Pilakhuwa",4542, 9319520989, 245304,Uttar Pradesh,National Agriculture Store
MAXXIS, MOHD ALI,HAPUR,," Main Chauraha, , NTPC Road, Dhaulana",4508, 9412851590, 245301,Uttar Pradesh,RANA TYRE TRADERS
MAXXIS, Irshad,HAPUR,," Shop No. 02 , Near Harcourtian School, Dhaulana - Gulaothi Road, Piplehda",5229, 9999424829, 201015,Uttar Pradesh,Wheel & Auto Zone
MAXXIS, Amit Kumar Singh,Hata,," Near kaptanganj chauwk Choraha,NH28, ,Dist-Kushinagar,Hata,Uttar Pradesh ",4295, 9554909050, 274203,Uttar Pradesh,Amit Tyre House
MAXXIS, Mr.Samyank Jain,Hathars,," 756,Sadak Chakkar, , Chintaharan Mandir Hathars",5194, 8899058855, 204101,Uttar Pradesh,Torndo Automotive Trading Company
MAXXIS, Ashish Upadhyay,Hathras,," Near Gramin Bank, Agra Road, Chawar Gate ",3049, 9412563270, 204101,Uttar Pradesh,Balaji Auto And Tyres
MAXXIS, Adarsh Bansal,Hathras,," Near Bus Stand, Sadabad Bypass Road, Sadabad ",3416, 7017291107, 281306,Uttar Pradesh,Shubham Tyres
MAXXIS, Rajpoot Tyres,Jagdishpur,," Mishri Lal Market,Area-Jagdishpur,Near HDFC Bank,Dist,Amethi,Uttar Pradesh , Mishri Lal Market,Area-Jagdishpur,Near HDFC Bank,Dist,Amethi,Uttar Pradesh",3742, 9415931551, 227809,Uttar Pradesh,Rajpoot Tyres
MAXXIS, Rais Khan,Jalaun,, Chatrashal Market ,4906, 9889753876, 000000,Uttar Pradesh,NOOR TYRES CENTER
MAXXIS, Mousami Singh,Jaunpur,," House No. 652, Polytechnic Chauraha, Mirzapur Road, Near Polytechnic Chauraha ",3472, 9919900169, 222002,Uttar Pradesh,New Kamani Ghar
